PDB_ID	RAW_JSON	TASK_NAME	SPLIT	JSON_RNA_CHAIN_COUNT	MANIFEST_RNA_CHAIN_COUNT	MAX_CHAIN_LENGTH	SEQUENCE_MULTISET_MATCH	HAS_NON_ACGU	HAS_OVERLENGTH_CHAIN	STATUS	ISSUE_CODES
4MGN	/storage9920/home/tinghao.xia/Json_data/Simple_json/4mgn.json	4MGN	train	4	4	86	True	False	False	PASS	
4MS9	/storage9920/home/tinghao.xia/Json_data/Simple_json/4ms9.json	4MS9	train	1	1	10	True	False	False	PASS	
4MSB	/storage9920/home/tinghao.xia/Json_data/Simple_json/4msb.json	4MSB	train	6	6	10	True	False	False	PASS	
4MSR	/storage9920/home/tinghao.xia/Json_data/Simple_json/4msr.json	4MSR	train	2	2	10	True	False	False	PASS	
4NFO	/storage9920/home/tinghao.xia/Json_data/Simple_json/4nfo.json	4NFO	train	3	3	16	True	False	False	PASS	
4NFP	/storage9920/home/tinghao.xia/Json_data/Simple_json/4nfp.json	4NFP	train	3	3	16	True	False	False	PASS	
4NFQ	/storage9920/home/tinghao.xia/Json_data/Simple_json/4nfq.json	4NFQ	train	3	3	16	True	False	False	PASS	
4NLF	/storage9920/home/tinghao.xia/Json_data/Simple_json/4nlf.json	4NLF	train	1	1	27	True	True	False	FAIL	NON_ACGU_SEQUENCE
4NMG	/storage9920/home/tinghao.xia/Json_data/Simple_json/4nmg.json	4NMG	train	1	1	27	True	True	False	FAIL	NON_ACGU_SEQUENCE
4NXH	/storage9920/home/tinghao.xia/Json_data/Simple_json/4nxh.json	4NXH	train	1	1	27	True	True	False	FAIL	NON_ACGU_SEQUENCE
4NYA	/storage9920/home/tinghao.xia/Json_data/Simple_json/4nya.json	4NYA	train	2	2	80	True	False	False	PASS	
4NYB	/storage9920/home/tinghao.xia/Json_data/Simple_json/4nyb.json	4NYB	train	1	1	83	True	False	False	PASS	
4NYC	/storage9920/home/tinghao.xia/Json_data/Simple_json/4nyc.json	4NYC	train	1	1	83	True	False	False	PASS	
4NYD	/storage9920/home/tinghao.xia/Json_data/Simple_json/4nyd.json	4NYD	train	1	1	83	True	False	False	PASS	
4NYG	/storage9920/home/tinghao.xia/Json_data/Simple_json/4nyg.json	4NYG	train	1	1	83	True	False	False	PASS	
4O41	/storage9920/home/tinghao.xia/Json_data/Simple_json/4o41.json	4O41	train	4	4	12	True	True	False	FAIL	NON_ACGU_SEQUENCE
4OJI	/storage9920/home/tinghao.xia/Json_data/Simple_json/4oji.json	4OJI	train	1	1	54	True	False	False	PASS	
4OQU	/storage9920/home/tinghao.xia/Json_data/Simple_json/4oqu.json	4OQU	train	1	1	97	True	False	False	PASS	
4P20	/storage9920/home/tinghao.xia/Json_data/Simple_json/4p20.json	4P20	train	2	2	23	True	False	False	PASS	
4P3S	/storage9920/home/tinghao.xia/Json_data/Simple_json/4p3s.json	4P3S	train	2	2	23	True	False	False	PASS	
4P3T	/storage9920/home/tinghao.xia/Json_data/Simple_json/4p3t.json	4P3T	train	2	2	23	True	False	False	PASS	
4P3U	/storage9920/home/tinghao.xia/Json_data/Simple_json/4p3u.json	4P3U	train	4	4	23	True	False	False	PASS	
4P43	/storage9920/home/tinghao.xia/Json_data/Simple_json/4p43.json	4P43	train	2	2	23	True	False	False	PASS	
4P5J	/storage9920/home/tinghao.xia/Json_data/Simple_json/4p5j.json	4P5J	train	1	1	86	True	False	False	PASS	
4P8Z	/storage9920/home/tinghao.xia/Json_data/Simple_json/4p8z.json	4P8Z	train	1	1	188	True	False	False	PASS	
4P97	/storage9920/home/tinghao.xia/Json_data/Simple_json/4p97.json	4P97	train	4	4	16	True	False	False	PASS	
4P9R	/storage9920/home/tinghao.xia/Json_data/Simple_json/4p9r.json	4P9R	train	1	1	192	True	False	False	PASS	
4PCJ	/storage9920/home/tinghao.xia/Json_data/Simple_json/4pcj.json	4PCJ	train	1	1	35	True	False	False	PASS	
4PCO	/storage9920/home/tinghao.xia/Json_data/Simple_json/4pco.json	4PCO	train	5	5	10	True	False	False	PASS	
4PDQ	/storage9920/home/tinghao.xia/Json_data/Simple_json/4pdq.json	4PDQ	train	2	2	23	True	False	False	PASS	
4PHY	/storage9920/home/tinghao.xia/Json_data/Simple_json/4phy.json	4PHY	train	2	2	26	True	False	False	PASS	
4PLX	/storage9920/home/tinghao.xia/Json_data/Simple_json/4plx.json	4PLX	train	3	3	76	True	False	False	PASS	
4PQV	/storage9920/home/tinghao.xia/Json_data/Simple_json/4pqv.json	4PQV	train	1	1	68	True	False	False	PASS	
4QJD	/storage9920/home/tinghao.xia/Json_data/Simple_json/4qjd.json	4QJD	train	8	8	47	True	False	False	PASS	
4QJH	/storage9920/home/tinghao.xia/Json_data/Simple_json/4qjh.json	4QJH	train	6	6	48	True	False	False	PASS	
4QK8	/storage9920/home/tinghao.xia/Json_data/Simple_json/4qk8.json	4QK8	train	1	1	122	True	True	False	FAIL	NON_ACGU_SEQUENCE
4QK9	/storage9920/home/tinghao.xia/Json_data/Simple_json/4qk9.json	4QK9	train	1	1	124	True	True	False	FAIL	NON_ACGU_SEQUENCE
4QKA	/storage9920/home/tinghao.xia/Json_data/Simple_json/4qka.json	4QKA	train	1	1	122	True	True	False	FAIL	NON_ACGU_SEQUENCE
4QLM	/storage9920/home/tinghao.xia/Json_data/Simple_json/4qlm.json	4QLM	train	1	1	125	True	False	False	PASS	
4QLN	/storage9920/home/tinghao.xia/Json_data/Simple_json/4qln.json	4QLN	train	1	1	125	True	False	False	PASS	
4R0D	/storage9920/home/tinghao.xia/Json_data/Simple_json/4r0d.json	4R0D	train	2	2	622	True	False	False	PASS	
4R4P	/storage9920/home/tinghao.xia/Json_data/Simple_json/4r4p.json	4R4P	train	1	1	186	True	False	False	PASS	
4R4V	/storage9920/home/tinghao.xia/Json_data/Simple_json/4r4v.json	4R4V	train	1	1	186	True	False	False	PASS	
4RBQ	/storage9920/home/tinghao.xia/Json_data/Simple_json/4rbq.json	4RBQ	train	1	1	32	True	False	False	PASS	
4RBY	/storage9920/home/tinghao.xia/Json_data/Simple_json/4rby.json	4RBY	train	1	1	12	True	True	False	FAIL	NON_ACGU_SEQUENCE
4RBZ	/storage9920/home/tinghao.xia/Json_data/Simple_json/4rbz.json	4RBZ	train	1	1	12	True	True	False	FAIL	NON_ACGU_SEQUENCE
4RC0	/storage9920/home/tinghao.xia/Json_data/Simple_json/4rc0.json	4RC0	train	1	1	12	True	True	False	FAIL	NON_ACGU_SEQUENCE
4RGE	/storage9920/home/tinghao.xia/Json_data/Simple_json/4rge.json	4RGE	train	3	3	56	True	False	False	PASS	
4RGF	/storage9920/home/tinghao.xia/Json_data/Simple_json/4rgf.json	4RGF	train	3	3	56	True	False	False	PASS	
4RJ1	/storage9920/home/tinghao.xia/Json_data/Simple_json/4rj1.json	4RJ1	train	2	2	6	True	False	False	PASS	
4RKV	/storage9920/home/tinghao.xia/Json_data/Simple_json/4rkv.json	4RKV	train	2	2	6	True	False	False	PASS	
4RNE	/storage9920/home/tinghao.xia/Json_data/Simple_json/4rne.json	4RNE	train	8	8	6	True	False	False	PASS	
4RUM	/storage9920/home/tinghao.xia/Json_data/Simple_json/4rum.json	4RUM	train	1	1	94	True	False	False	PASS	
4RZD	/storage9920/home/tinghao.xia/Json_data/Simple_json/4rzd.json	4RZD	train	1	1	101	True	False	False	PASS	
4TNA	/storage9920/home/tinghao.xia/Json_data/Simple_json/4tna.json	4TNA	train	1	1	76	True	False	False	PASS	
4TRA	/storage9920/home/tinghao.xia/Json_data/Simple_json/4tra.json	4TRA	train	1	1	76	True	False	False	PASS	
4TS0	/storage9920/home/tinghao.xia/Json_data/Simple_json/4ts0.json	4TS0	train	2	2	47	True	False	False	PASS	
4TS2	/storage9920/home/tinghao.xia/Json_data/Simple_json/4ts2.json	4TS2	train	2	2	47	True	False	False	PASS	
4TZX	/storage9920/home/tinghao.xia/Json_data/Simple_json/4tzx.json	4TZX	train	1	1	71	True	False	False	PASS	
4TZY	/storage9920/home/tinghao.xia/Json_data/Simple_json/4tzy.json	4TZY	train	1	1	71	True	False	False	PASS	
4U34	/storage9920/home/tinghao.xia/Json_data/Simple_json/4u34.json	4U34	train	2	2	7	True	False	False	PASS	
4U35	/storage9920/home/tinghao.xia/Json_data/Simple_json/4u35.json	4U35	train	2	2	7	True	False	False	PASS	
4U37	/storage9920/home/tinghao.xia/Json_data/Simple_json/4u37.json	4U37	train	2	2	7	True	False	False	PASS	
4U38	/storage9920/home/tinghao.xia/Json_data/Simple_json/4u38.json	4U38	train	8	8	7	True	False	False	PASS	
4U3L	/storage9920/home/tinghao.xia/Json_data/Simple_json/4u3l.json	4U3L	train	2	2	8	True	False	False	PASS	
4U3O	/storage9920/home/tinghao.xia/Json_data/Simple_json/4u3o.json	4U3O	train	2	2	8	True	False	False	PASS	
4U3P	/storage9920/home/tinghao.xia/Json_data/Simple_json/4u3p.json	4U3P	train	2	2	8	True	False	False	PASS	
4U3R	/storage9920/home/tinghao.xia/Json_data/Simple_json/4u3r.json	4U3R	train	2	2	8	True	False	False	PASS	
4U47	/storage9920/home/tinghao.xia/Json_data/Simple_json/4u47.json	4U47	train	2	2	8	True	False	False	PASS	
4U78	/storage9920/home/tinghao.xia/Json_data/Simple_json/4u78.json	4U78	train	2	2	8	True	False	False	PASS	
4WFL	/storage9920/home/tinghao.xia/Json_data/Simple_json/4wfl.json	4WFL	train	1	1	107	True	False	False	PASS	
4WFM	/storage9920/home/tinghao.xia/Json_data/Simple_json/4wfm.json	4WFM	train	2	2	103	True	False	False	PASS	
4XK0	/storage9920/home/tinghao.xia/Json_data/Simple_json/4xk0.json	4XK0	train	2	2	6	True	False	False	PASS	
4XNR	/storage9920/home/tinghao.xia/Json_data/Simple_json/4xnr.json	4XNR	train	1	1	71	True	False	False	PASS	
4XW0	/storage9920/home/tinghao.xia/Json_data/Simple_json/4xw0.json	4XW0	train	2	2	10	True	False	False	PASS	
4XW1	/storage9920/home/tinghao.xia/Json_data/Simple_json/4xw1.json	4XW1	train	1	1	9	True	False	False	PASS	
4XW7	/storage9920/home/tinghao.xia/Json_data/Simple_json/4xw7.json	4XW7	train	1	1	64	True	False	False	PASS	
4XWF	/storage9920/home/tinghao.xia/Json_data/Simple_json/4xwf.json	4XWF	train	1	1	64	True	False	False	PASS	
4Y1I	/storage9920/home/tinghao.xia/Json_data/Simple_json/4y1i.json	4Y1I	train	2	2	100	True	False	False	PASS	
4Y1J	/storage9920/home/tinghao.xia/Json_data/Simple_json/4y1j.json	4Y1J	train	2	2	100	True	False	False	PASS	
4Y1M	/storage9920/home/tinghao.xia/Json_data/Simple_json/4y1m.json	4Y1M	train	2	2	107	True	False	False	PASS	
4Y1N	/storage9920/home/tinghao.xia/Json_data/Simple_json/4y1n.json	4Y1N	train	2	2	275	True	False	False	PASS	
4Y1O	/storage9920/home/tinghao.xia/Json_data/Simple_json/4y1o.json	4Y1O	train	2	2	275	True	False	False	PASS	
4Y27	/storage9920/home/tinghao.xia/Json_data/Simple_json/4y27.json	4Y27	train	1	1	27	True	False	False	PASS	
4YAZ	/storage9920/home/tinghao.xia/Json_data/Simple_json/4yaz.json	4YAZ	train	2	2	84	True	False	False	PASS	
4YB0	/storage9920/home/tinghao.xia/Json_data/Simple_json/4yb0.json	4YB0	train	2	2	83	True	False	False	PASS	
4YN6	/storage9920/home/tinghao.xia/Json_data/Simple_json/4yn6.json	4YN6	train	2	2	19	True	False	False	PASS	
4ZC7	/storage9920/home/tinghao.xia/Json_data/Simple_json/4zc7.json	4ZC7	train	4	4	92	True	False	False	PASS	
4ZNP	/storage9920/home/tinghao.xia/Json_data/Simple_json/4znp.json	4ZNP	train	2	2	73	True	False	False	PASS	
5A17	/storage9920/home/tinghao.xia/Json_data/Simple_json/5a17.json	5A17	train	1	1	32	True	False	False	PASS	
5A18	/storage9920/home/tinghao.xia/Json_data/Simple_json/5a18.json	5A18	train	1	1	32	True	False	False	PASS	
5AY2	/storage9920/home/tinghao.xia/Json_data/Simple_json/5ay2.json	5AY2	train	4	4	12	True	False	False	PASS	
5AY3	/storage9920/home/tinghao.xia/Json_data/Simple_json/5ay3.json	5AY3	train	2	2	12	True	False	False	PASS	
5AY4	/storage9920/home/tinghao.xia/Json_data/Simple_json/5ay4.json	5AY4	train	2	2	12	True	False	False	PASS	
5BJO	/storage9920/home/tinghao.xia/Json_data/Simple_json/5bjo.json	5BJO	train	2	2	36	True	False	False	PASS	
5BJP	/storage9920/home/tinghao.xia/Json_data/Simple_json/5bjp.json	5BJP	train	2	2	36	True	False	False	PASS	
5BTM	/storage9920/home/tinghao.xia/Json_data/Simple_json/5btm.json	5BTM	train	2	2	55	True	False	False	PASS	
5BTP	/storage9920/home/tinghao.xia/Json_data/Simple_json/5btp.json	5BTP	train	2	2	75	True	False	False	PASS	
5C45	/storage9920/home/tinghao.xia/Json_data/Simple_json/5c45.json	5C45	train	2	2	56	True	False	False	PASS	
5C5W	/storage9920/home/tinghao.xia/Json_data/Simple_json/5c5w.json	5C5W	train	1	1	19	True	False	False	PASS	
5C7U	/storage9920/home/tinghao.xia/Json_data/Simple_json/5c7u.json	5C7U	train	1	1	67	True	False	False	PASS	
5C7W	/storage9920/home/tinghao.xia/Json_data/Simple_json/5c7w.json	5C7W	train	1	1	67	True	True	False	FAIL	NON_ACGU_SEQUENCE
5CNR	/storage9920/home/tinghao.xia/Json_data/Simple_json/5cnr.json	5CNR	train	4	4	16	True	False	False	PASS	
5D5L	/storage9920/home/tinghao.xia/Json_data/Simple_json/5d5l.json	5D5L	train	4	4	77	True	False	False	PASS	
5D8T	/storage9920/home/tinghao.xia/Json_data/Simple_json/5d8t.json	5D8T	train	2	2	8	True	True	False	FAIL	NON_ACGU_SEQUENCE
5D99	/storage9920/home/tinghao.xia/Json_data/Simple_json/5d99.json	5D99	train	1	1	27	True	False	False	PASS	
5DA6	/storage9920/home/tinghao.xia/Json_data/Simple_json/5da6.json	5DA6	train	1	1	32	True	False	False	PASS	
5DER	/storage9920/home/tinghao.xia/Json_data/Simple_json/5der.json	5DER	train	4	4	8	True	True	False	FAIL	NON_ACGU_SEQUENCE
5DH7	/storage9920/home/tinghao.xia/Json_data/Simple_json/5dh7.json	5DH7	train	2	2	48	True	False	False	PASS	
5DHB	/storage9920/home/tinghao.xia/Json_data/Simple_json/5dhb.json	5DHB	train	4	4	7	True	True	False	FAIL	NON_ACGU_SEQUENCE
5DHC	/storage9920/home/tinghao.xia/Json_data/Simple_json/5dhc.json	5DHC	train	4	4	14	True	True	False	FAIL	NON_ACGU_SEQUENCE
5DO5	/storage9920/home/tinghao.xia/Json_data/Simple_json/5do5.json	5DO5	train	1	1	12	True	True	False	FAIL	NON_ACGU_SEQUENCE
5DUN	/storage9920/home/tinghao.xia/Json_data/Simple_json/5dun.json	5DUN	train	1	1	54	True	False	False	PASS	
5E54	/storage9920/home/tinghao.xia/Json_data/Simple_json/5e54.json	5E54	train	2	2	71	True	False	False	PASS	
5EAO	/storage9920/home/tinghao.xia/Json_data/Simple_json/5eao.json	5EAO	train	2	2	48	True	True	False	FAIL	NON_ACGU_SEQUENCE
5EAQ	/storage9920/home/tinghao.xia/Json_data/Simple_json/5eaq.json	5EAQ	train	2	2	48	True	True	False	FAIL	NON_ACGU_SEQUENCE
5EW4	/storage9920/home/tinghao.xia/Json_data/Simple_json/5ew4.json	5EW4	train	2	2	22	True	False	False	PASS	
5EW7	/storage9920/home/tinghao.xia/Json_data/Simple_json/5ew7.json	5EW7	train	2	2	22	True	False	False	PASS	
5FJ0	/storage9920/home/tinghao.xia/Json_data/Simple_json/5fj0.json	5FJ0	train	3	3	19	True	False	False	PASS	
5FJ1	/storage9920/home/tinghao.xia/Json_data/Simple_json/5fj1.json	5FJ1	train	8	8	24	True	False	False	PASS	
5FJC	/storage9920/home/tinghao.xia/Json_data/Simple_json/5fjc.json	5FJC	train	1	1	94	True	False	False	PASS	
5FK1	/storage9920/home/tinghao.xia/Json_data/Simple_json/5fk1.json	5FK1	train	1	1	94	True	False	False	PASS	
5FK2	/storage9920/home/tinghao.xia/Json_data/Simple_json/5fk2.json	5FK2	train	1	1	94	True	False	False	PASS	
5FK3	/storage9920/home/tinghao.xia/Json_data/Simple_json/5fk3.json	5FK3	train	1	1	94	True	False	False	PASS	
5FK4	/storage9920/home/tinghao.xia/Json_data/Simple_json/5fk4.json	5FK4	train	1	1	93	True	False	False	PASS	
5FK5	/storage9920/home/tinghao.xia/Json_data/Simple_json/5fk5.json	5FK5	train	1	1	94	True	False	False	PASS	
5FK6	/storage9920/home/tinghao.xia/Json_data/Simple_json/5fk6.json	5FK6	train	1	1	94	True	False	False	PASS	
5FKD	/storage9920/home/tinghao.xia/Json_data/Simple_json/5fkd.json	5FKD	train	1	1	94	True	False	False	PASS	
5FKE	/storage9920/home/tinghao.xia/Json_data/Simple_json/5fke.json	5FKE	train	1	1	94	True	False	False	PASS	
5FKF	/storage9920/home/tinghao.xia/Json_data/Simple_json/5fkf.json	5FKF	train	1	1	94	True	False	False	PASS	
5FKG	/storage9920/home/tinghao.xia/Json_data/Simple_json/5fkg.json	5FKG	train	1	1	94	True	False	False	PASS	
5FKH	/storage9920/home/tinghao.xia/Json_data/Simple_json/5fkh.json	5FKH	train	1	1	94	True	False	False	PASS	
5G2Y	/storage9920/home/tinghao.xia/Json_data/Simple_json/5g2y.json	5G2Y	train	1	1	704	True	False	False	PASS	
5G4T	/storage9920/home/tinghao.xia/Json_data/Simple_json/5g4t.json	5G4T	train	2	2	11	True	False	False	PASS	
5HBW	/storage9920/home/tinghao.xia/Json_data/Simple_json/5hbw.json	5HBW	train	2	2	7	True	True	False	FAIL	NON_ACGU_SEQUENCE
5HBX	/storage9920/home/tinghao.xia/Json_data/Simple_json/5hbx.json	5HBX	train	4	4	14	True	True	False	FAIL	NON_ACGU_SEQUENCE
5HBY	/storage9920/home/tinghao.xia/Json_data/Simple_json/5hby.json	5HBY	train	1	1	13	True	True	False	FAIL	NON_ACGU_SEQUENCE
5HN2	/storage9920/home/tinghao.xia/Json_data/Simple_json/5hn2.json	5HN2	train	6	6	8	True	True	False	FAIL	NON_ACGU_SEQUENCE
5HNJ	/storage9920/home/tinghao.xia/Json_data/Simple_json/5hnj.json	5HNJ	train	6	6	8	True	True	False	FAIL	NON_ACGU_SEQUENCE
5HNQ	/storage9920/home/tinghao.xia/Json_data/Simple_json/5hnq.json	5HNQ	train	13	13	8	True	True	False	FAIL	NON_ACGU_SEQUENCE
5IEM	/storage9920/home/tinghao.xia/Json_data/Simple_json/5iem.json	5IEM	train	1	1	57	True	False	False	PASS	
5J01	/storage9920/home/tinghao.xia/Json_data/Simple_json/5j01.json	5J01	train	1	1	418	True	False	False	PASS	
5J02	/storage9920/home/tinghao.xia/Json_data/Simple_json/5j02.json	5J02	train	2	2	418	True	True	False	FAIL	NON_ACGU_SEQUENCE
5K8H	/storage9920/home/tinghao.xia/Json_data/Simple_json/5k8h.json	5K8H	train	1	1	7	True	False	False	PASS	
5KH8	/storage9920/home/tinghao.xia/Json_data/Simple_json/5kh8.json	5KH8	train	1	1	47	True	False	False	PASS	
5KMZ	/storage9920/home/tinghao.xia/Json_data/Simple_json/5kmz.json	5KMZ	train	1	1	31	True	False	False	PASS	
5KPY	/storage9920/home/tinghao.xia/Json_data/Simple_json/5kpy.json	5KPY	train	1	1	71	True	False	False	PASS	
5KQE	/storage9920/home/tinghao.xia/Json_data/Simple_json/5kqe.json	5KQE	train	1	1	36	True	False	False	PASS	
5KRG	/storage9920/home/tinghao.xia/Json_data/Simple_json/5krg.json	5KRG	train	4	4	15	True	True	False	FAIL	NON_ACGU_SEQUENCE
5KTJ	/storage9920/home/tinghao.xia/Json_data/Simple_json/5ktj.json	5KTJ	train	4	4	50	True	True	False	FAIL	NON_ACGU_SEQUENCE
5KVJ	/storage9920/home/tinghao.xia/Json_data/Simple_json/5kvj.json	5KVJ	train	2	2	16	True	False	False	PASS	
5KX9	/storage9920/home/tinghao.xia/Json_data/Simple_json/5kx9.json	5KX9	train	2	2	56	True	False	False	PASS	
5L00	/storage9920/home/tinghao.xia/Json_data/Simple_json/5l00.json	5L00	train	4	4	15	True	True	False	FAIL	NON_ACGU_SEQUENCE
5L4O	/storage9920/home/tinghao.xia/Json_data/Simple_json/5l4o.json	5L4O	train	1	1	77	True	False	False	PASS	
5LQO	/storage9920/home/tinghao.xia/Json_data/Simple_json/5lqo.json	5LQO	train	2	2	10	True	False	False	PASS	
5LQT	/storage9920/home/tinghao.xia/Json_data/Simple_json/5lqt.json	5LQT	train	2	2	10	True	False	False	PASS	
5LR3	/storage9920/home/tinghao.xia/Json_data/Simple_json/5lr3.json	5LR3	train	2	2	10	True	False	False	PASS	
5LR4	/storage9920/home/tinghao.xia/Json_data/Simple_json/5lr4.json	5LR4	train	4	4	10	True	False	False	PASS	
5LR5	/storage9920/home/tinghao.xia/Json_data/Simple_json/5lr5.json	5LR5	train	4	4	10	True	False	False	PASS	
5LSN	/storage9920/home/tinghao.xia/Json_data/Simple_json/5lsn.json	5LSN	train	1	1	29	True	False	False	PASS	
5LWJ	/storage9920/home/tinghao.xia/Json_data/Simple_json/5lwj.json	5LWJ	train	1	1	34	True	False	False	PASS	
5LYS	/storage9920/home/tinghao.xia/Json_data/Simple_json/5lys.json	5LYS	train	2	2	57	True	False	False	PASS	
5LYU	/storage9920/home/tinghao.xia/Json_data/Simple_json/5lyu.json	5LYU	train	2	2	58	True	False	False	PASS	
5LYV	/storage9920/home/tinghao.xia/Json_data/Simple_json/5lyv.json	5LYV	train	2	2	57	True	False	False	PASS	
5M0H	/storage9920/home/tinghao.xia/Json_data/Simple_json/5m0h.json	5M0H	train	1	1	42	True	False	False	PASS	
5ML7	/storage9920/home/tinghao.xia/Json_data/Simple_json/5ml7.json	5ML7	train	2	2	96	True	False	False	PASS	
5MRX	/storage9920/home/tinghao.xia/Json_data/Simple_json/5mrx.json	5MRX	train	1	1	27	True	True	False	FAIL	NON_ACGU_SEQUENCE
5MWI	/storage9920/home/tinghao.xia/Json_data/Simple_json/5mwi.json	5MWI	train	1	1	26	True	False	False	PASS	
5N5C	/storage9920/home/tinghao.xia/Json_data/Simple_json/5n5c.json	5N5C	train	1	1	19	True	False	False	PASS	
5NDH	/storage9920/home/tinghao.xia/Json_data/Simple_json/5ndh.json	5NDH	train	4	4	16	True	False	False	PASS	
5NDI	/storage9920/home/tinghao.xia/Json_data/Simple_json/5ndi.json	5NDI	train	4	4	20	True	False	False	PASS	
5NEF	/storage9920/home/tinghao.xia/Json_data/Simple_json/5nef.json	5NEF	train	1	1	18	True	False	False	PASS	
5NEO	/storage9920/home/tinghao.xia/Json_data/Simple_json/5neo.json	5NEO	train	1	1	18	True	False	False	PASS	
5NEP	/storage9920/home/tinghao.xia/Json_data/Simple_json/5nep.json	5NEP	train	1	1	18	True	False	False	PASS	
5NEQ	/storage9920/home/tinghao.xia/Json_data/Simple_json/5neq.json	5NEQ	train	1	1	18	True	False	False	PASS	
5NEX	/storage9920/home/tinghao.xia/Json_data/Simple_json/5nex.json	5NEX	train	1	1	18	True	False	False	PASS	
5NOM	/storage9920/home/tinghao.xia/Json_data/Simple_json/5nom.json	5NOM	train	1	1	18	True	False	False	PASS	
5NQI	/storage9920/home/tinghao.xia/Json_data/Simple_json/5nqi.json	5NQI	train	1	1	27	True	True	False	FAIL	NON_ACGU_SEQUENCE
5NWQ	/storage9920/home/tinghao.xia/Json_data/Simple_json/5nwq.json	5NWQ	train	2	2	41	True	False	False	PASS	
5NXT	/storage9920/home/tinghao.xia/Json_data/Simple_json/5nxt.json	5NXT	train	1	1	18	True	False	False	PASS	
5NY8	/storage9920/home/tinghao.xia/Json_data/Simple_json/5ny8.json	5NY8	train	2	2	41	True	False	False	PASS	
5NZ3	/storage9920/home/tinghao.xia/Json_data/Simple_json/5nz3.json	5NZ3	train	2	2	41	True	False	False	PASS	
5NZ6	/storage9920/home/tinghao.xia/Json_data/Simple_json/5nz6.json	5NZ6	train	1	1	41	True	False	False	PASS	
5NZD	/storage9920/home/tinghao.xia/Json_data/Simple_json/5nzd.json	5NZD	train	2	2	41	True	False	False	PASS	
5O62	/storage9920/home/tinghao.xia/Json_data/Simple_json/5o62.json	5O62	train	2	2	41	True	False	False	PASS	
5O69	/storage9920/home/tinghao.xia/Json_data/Simple_json/5o69.json	5O69	train	2	2	41	True	False	False	PASS	
5OB3	/storage9920/home/tinghao.xia/Json_data/Simple_json/5ob3.json	5OB3	train	1	1	69	True	False	False	PASS	
5OR0	/storage9920/home/tinghao.xia/Json_data/Simple_json/5or0.json	5OR0	train	2	2	11	True	False	False	PASS	
5SWD	/storage9920/home/tinghao.xia/Json_data/Simple_json/5swd.json	5SWD	train	2	2	71	True	False	False	PASS	
5SWE	/storage9920/home/tinghao.xia/Json_data/Simple_json/5swe.json	5SWE	train	1	1	71	True	False	False	PASS	
5T3K	/storage9920/home/tinghao.xia/Json_data/Simple_json/5t3k.json	5T3K	train	4	4	17	True	True	False	FAIL	NON_ACGU_SEQUENCE
5T83	/storage9920/home/tinghao.xia/Json_data/Simple_json/5t83.json	5T83	train	1	1	95	True	False	False	PASS	
5TDJ	/storage9920/home/tinghao.xia/Json_data/Simple_json/5tdj.json	5TDJ	train	2	2	10	True	False	False	PASS	
5TDK	/storage9920/home/tinghao.xia/Json_data/Simple_json/5tdk.json	5TDK	train	2	2	10	True	False	False	PASS	
5TGP	/storage9920/home/tinghao.xia/Json_data/Simple_json/5tgp.json	5TGP	train	2	2	8	True	True	False	FAIL	NON_ACGU_SEQUENCE
5TKO	/storage9920/home/tinghao.xia/Json_data/Simple_json/5tko.json	5TKO	train	4	4	7	True	False	False	PASS	
5TPY	/storage9920/home/tinghao.xia/Json_data/Simple_json/5tpy.json	5TPY	train	1	1	71	True	False	False	PASS	
5U3G	/storage9920/home/tinghao.xia/Json_data/Simple_json/5u3g.json	5U3G	train	1	1	85	True	False	False	PASS	
5UED	/storage9920/home/tinghao.xia/Json_data/Simple_json/5ued.json	5UED	train	2	2	14	True	True	False	FAIL	NON_ACGU_SEQUENCE
5UEE	/storage9920/home/tinghao.xia/Json_data/Simple_json/5uee.json	5UEE	train	2	2	14	True	True	False	FAIL	NON_ACGU_SEQUENCE
5UEF	/storage9920/home/tinghao.xia/Json_data/Simple_json/5uef.json	5UEF	train	4	4	14	True	True	False	FAIL	NON_ACGU_SEQUENCE
5UEG	/storage9920/home/tinghao.xia/Json_data/Simple_json/5ueg.json	5UEG	train	4	4	14	True	True	False	FAIL	NON_ACGU_SEQUENCE
5UF3	/storage9920/home/tinghao.xia/Json_data/Simple_json/5uf3.json	5UF3	train	1	1	23	True	False	False	PASS	
5UNE	/storage9920/home/tinghao.xia/Json_data/Simple_json/5une.json	5UNE	train	2	2	47	True	False	False	PASS	
5UX3	/storage9920/home/tinghao.xia/Json_data/Simple_json/5ux3.json	5UX3	train	2	2	25	True	True	False	FAIL	NON_ACGU_SEQUENCE
5UZ6	/storage9920/home/tinghao.xia/Json_data/Simple_json/5uz6.json	5UZ6	train	6	6	25	True	True	False	FAIL	NON_ACGU_SEQUENCE
5UZA	/storage9920/home/tinghao.xia/Json_data/Simple_json/5uza.json	5UZA	train	1	1	71	True	False	False	PASS	
5UZT	/storage9920/home/tinghao.xia/Json_data/Simple_json/5uzt.json	5UZT	train	1	1	31	True	False	False	PASS	
5V0H	/storage9920/home/tinghao.xia/Json_data/Simple_json/5v0h.json	5V0H	train	2	2	15	True	True	False	FAIL	NON_ACGU_SEQUENCE
5V0J	/storage9920/home/tinghao.xia/Json_data/Simple_json/5v0j.json	5V0J	train	2	2	14	True	True	False	FAIL	NON_ACGU_SEQUENCE
