PDB_ID	RELEASE_DATE	INITIAL_SPLIT	RNA_ENTITY_COUNT	RNA_CHAIN_COUNT	RESOLUTION_ANGSTROM
6C8L	2018-05-30	train	1	2	2.25
6C8M	2018-05-30	train	2	2	2.4
6C8N	2018-05-30	train	1	2	1.9
6C8O	2018-05-30	train	1	2	1.85
6CAB	2018-05-30	train	1	2	2.5
6CB3	2018-06-13	train	1	2	1.89
6CC1	2018-06-13	train	1	2	2.35
6CC3	2018-06-13	train	1	2	2.698
6CHR	2018-11-21	train	2	2	3.7
6CIH	2018-11-21	train	2	2	3.676
6CK4	2018-06-20	train	1	4	3.097
6CK5	2018-06-20	train	1	2	2.49
6CU1	2018-10-31	train	1	1	3.0
6CXZ	2018-08-29	train	1	2	1.5
6CY0	2018-08-29	train	1	8	2.398
6CY2	2018-08-29	train	1	2	1.4
6CY4	2018-08-29	train	1	8	1.851
6D3P	2018-06-20	train	1	1	1.85
6D8L	2018-07-18	train	1	2	3.14
6D8M	2018-07-04	train	1	2	3.7
6D8N	2018-07-18	train	1	2	3.95
6D8O	2018-07-04	train	1	2	2.8
6DLQ	2018-11-14	train	1	1	2.8
6DLR	2018-11-14	train	1	1	2.65
6DLS	2018-11-14	train	1	1	2.885
6DLT	2018-11-14	train	1	1	2.9
6DMC	2018-11-14	train	1	2	2.2
6DMD	2018-11-14	train	1	2	2.65
6DME	2018-11-14	train	1	1	2.7
6DN1	2018-09-05	train	2	2	2.05
6DN2	2018-09-05	train	2	2	2.8
6DN3	2018-09-05	train	2	2	2.8
6DNR	2018-11-14	train	1	1	2.89
6DVK	2019-06-26	train	1	1	2.55
6E1S	2019-04-10	train	1	1	1.8
6E1T	2019-04-10	train	1	1	1.8
6E1U	2019-04-10	train	1	1	1.94
6E1V	2019-04-10	train	1	1	2.56
6E1W	2019-04-10	train	1	1	1.69
6E7L	2019-07-31	train	1	1	2.59
6E80	2019-07-31	train	1	1	2.4
6E81	2019-07-31	train	1	1	2.72
6E82	2019-07-31	train	1	1	2.96
6E84	2019-07-31	train	1	1	2.85
6E8S	2019-04-17	train	1	2	2.35
6E8T	2019-04-17	train	1	4	2.9
6E8U	2019-04-17	train	1	1	1.51
6EZ0	2018-01-03	train	1	1	
6FZ0	2018-07-04	train	1	1	2.499
6G7Z	2018-12-05	train	2	2	3.33
6GE1	2018-10-31	train	1	4	
6GYV	2018-08-22	train	1	1	2.5
6GZK	2019-07-17	train	1	1	
6GZR	2019-07-17	train	1	1	
6H0R	2019-04-17	train	1	2	1.73
6HAG	2019-01-09	train	1	1	
6HBT	2019-02-20	train	1	1	1.66
6HBX	2019-02-20	train	1	1	1.54
6HC5	2019-02-20	train	1	1	1.413
6HMI	2019-08-14	train	2	2	
6HMO	2019-08-14	train	2	2	
6HU6	2018-11-21	train	4	4	1.9
6HYK	2019-04-24	train	1	1	
6I1V	2019-11-20	train	2	2	
6I1W	2019-11-20	train	2	2	
6IA2	2019-03-27	train	1	2	2.27
6IZP	2019-12-25	train	1	1	
6JBF	2020-01-29	train	1	4	2.6
6JBG	2020-01-29	train	2	4	3.1
6JJH	2020-02-26	train	1	1	1.74
6JJI	2020-02-26	train	1	1	3.1
6JQ5	2019-06-12	train	1	2	2.0
6JQ6	2019-06-12	train	1	1	2.61
6JXM	2019-08-21	train	1	1	3.32
6K84	2020-04-01	train	1	1	
6L0Y	2020-09-30	train	1	2	3.0
6MCI	2018-10-31	train	1	1	
6MJ0	2019-01-09	train	1	2	3.1
6MXQ	2020-05-06	train	1	1	
6N2V	2019-10-02	train	1	2	2.85
6N5K	2019-11-27	train	1	1	3.098
6N5N	2019-11-27	train	1	1	2.95
6N5O	2019-11-27	train	1	1	2.708
6N5P	2019-11-27	train	1	1	2.991
6N5Q	2019-11-27	train	1	1	2.946
6N5S	2019-11-27	train	1	1	2.8
6N5T	2019-11-27	train	1	1	2.787
6N8F	2019-02-13	train	2	2	
6N8H	2019-02-13	train	1	2	
6N8I	2019-02-13	train	2	2	
6NOA	2020-07-22	train	1	1	
6OD9	2019-07-17	train	1	2	4.1
6OL3	2019-07-03	train	1	1	2.74
6OWL	2020-02-26	train	2	3	2.0
6P2H	2019-10-23	train	1	1	2.803
6PK9	2020-07-01	train	1	1	
6PMO	2019-11-20	train	2	2	2.657
6POM	2019-11-20	train	2	2	4.9
6PQ7	2019-07-31	train	1	1	3.0
6PRV	2020-01-08	train	1	4	2.71
6Q57	2019-12-18	train	1	1	2.72
6Q8V	2019-07-03	train	1	1	2.09
6QIQ	2019-09-25	train	1	2	2.519
6QIR	2019-09-25	train	1	4	1.53
6QIS	2019-09-25	train	1	8	1.99
6QIT	2019-09-25	train	1	4	1.5
6QIV	2019-09-25	train	1	1	2.28
6QN3	2019-06-12	train	1	2	2.2
6QYZ	2019-06-12	train	1	5	4.6
6R47	2019-07-03	train	2	2	3.1
6SVS	2020-01-01	train	1	2	2.5
6T3K	2020-05-13	train	2	2	3.44
6T3N	2020-05-13	train	1	1	3.219
6T3R	2020-05-13	train	2	2	3.567
6T3S	2020-05-13	train	1	1	3.279
6TB7	2020-09-30	train	1	1	2.53
6TF0	2020-09-23	train	1	1	2.1
6TF1	2020-09-23	train	1	1	2.23
6TF2	2020-09-23	train	1	1	2.49
6TF3	2020-09-23	train	1	1	2.66
6TFE	2020-09-23	train	1	1	2.3
6TFF	2020-09-23	train	1	1	2.52
6TFG	2020-09-23	train	1	1	2.45
6TFH	2020-09-23	train	1	1	2.95
6TNA	1979-01-16	train	1	1	2.7
6U6J	2019-11-20	train	1	2	1.6
6U79	2020-08-26	train	1	1	
6U7Y	2020-12-09	train	2	2	2.95
6U7Z	2020-12-09	train	2	2	2.7
6U89	2020-12-09	train	1	2	2.36
6U8F	2020-12-09	train	2	2	2.8
6U8U	2020-12-09	train	1	2	2.4
6UBU	2020-07-22	train	1	1	1.597
6UC7	2020-07-22	train	1	1	1.798
6UC8	2020-07-22	train	1	1	1.898
6UC9	2020-07-22	train	1	1	1.941
6UES	2019-12-18	train	1	1	3.7
6UET	2019-12-18	train	1	1	4.1
6UEY	2019-12-18	train	2	4	2.8
6UF1	2019-12-18	train	2	4	2.9
6UFG	2019-11-20	train	2	2	2.929
6UFH	2019-11-20	train	2	2	3.1
6UFJ	2019-12-18	train	3	6	2.645
6UFK	2019-12-18	train	3	6	2.97
6UFM	2019-12-04	train	2	2	2.82
6UGG	2020-01-01	train	1	2	1.95
6UGI	2020-01-01	train	1	1	1.75
6UGJ	2020-01-01	train	1	1	1.6
6UP0	2020-10-21	train	1	2	2.72
6V9B	2020-05-20	train	1	2	2.35
6V9D	2020-05-20	train	1	2	2.64
6VA1	2020-05-20	train	2	2	
6VA2	2020-05-20	train	2	2	
6VA3	2020-05-20	train	2	2	
6VA4	2020-05-20	train	2	2	
6VAR	2020-12-30	train	1	1	
6VEM	2020-11-18	train	1	2	1.56
6VMY	2020-06-10	train	1	1	3.25
6VU1	2020-04-29	train	1	1	
6VUH	2020-06-24	train	1	1	1.999
6VUI	2020-06-24	train	1	1	2.68
6VVJ	2020-04-29	train	1	1	
6VWT	2020-11-11	train	1	2	3.0
6VWV	2020-11-11	train	1	2	3.0
6VZC	2020-09-02	train	1	1	
6W3M	2020-09-23	train	1	1	
6WJR	2020-09-02	train	1	1	2.7
6WJS	2020-09-02	train	1	1	3.8
6WLJ	2020-07-08	train	1	1	9.6
6WLK	2020-07-08	train	1	1	10.0
6WLL	2020-07-08	train	1	1	10.0
6WLM	2020-07-08	train	1	1	7.4
6WLN	2020-07-08	train	1	1	10.0
6WLO	2020-07-08	train	1	1	11.0
6WLQ	2020-07-08	train	1	1	4.7
6WLR	2020-07-08	train	1	1	4.8
6WLS	2020-07-08	train	1	1	6.8
6WLT	2020-07-08	train	1	1	4.8
6WLU	2020-07-08	train	1	1	5.7
6WTL	2021-05-05	train	1	1	2.85
6WTR	2021-05-05	train	1	1	3.08
6WY2	2020-09-02	train	1	5	1.928
6WY3	2020-09-02	train	1	4	1.647
6WZR	2021-03-24	train	1	2	3.2
6WZS	2021-03-24	train	1	2	3.23
6XB7	2020-09-02	train	1	1	
6XKN	2021-12-29	train	1	1	2.73
6XKO	2021-12-29	train	1	1	2.75
6XRQ	2021-07-28	train	1	2	1.21
6XRZ	2020-08-19	train	1	1	6.9
6XUR	2020-02-19	train	1	1	1.0
6XUS	2021-02-03	train	1	1	1.04
6XWJ	2020-05-27	train	1	1	
6XWW	2020-05-27	train	1	1	
6XXA	2020-05-27	train	1	1	
6XXB	2020-05-27	train	1	1	
6Y0T	2021-02-17	train	1	2	1.39
6Y0Y	2021-02-17	train	1	1	0.89
6Y3G	2020-12-30	train	1	1	3.1
6YL5	2020-07-22	train	1	12	1.7
6YLB	2020-07-22	train	2	12	2.12
6YMC	2022-04-20	train	1	2	2.0
6YMI	2020-07-22	train	2	12	2.5
6YMJ	2020-07-22	train	2	12	2.04
6YMK	2020-07-22	train	2	12	2.03
6YML	2020-07-22	train	2	4	2.17
6YMM	2020-07-22	train	2	4	2.2
6Z18	2020-09-02	train	1	2	1.81
6ZPF	2021-05-26	train	4	4	1.44
6ZQ9	2021-05-26	train	4	4	1.5
6ZR1	2021-05-26	train	4	4	1.528
6ZRL	2021-05-26	train	4	4	1.53
6ZRS	2021-05-26	train	4	4	1.52
6ZW3	2021-05-26	train	4	4	1.52
6ZWU	2021-05-26	train	4	4	1.527
6ZX5	2021-05-26	train	4	4	1.523
6ZX8	2021-05-26	train	4	4	1.98
6ZXZ	2020-12-16	train	1	3	2.44
6ZYB	2020-12-16	train	1	1	0.9
7A3Y	2021-03-10	train	2	2	
7A9L	2021-05-26	train	4	4	1.98
7A9N	2021-05-26	train	4	4	1.6
7A9O	2021-05-26	train	4	4	1.6
7A9P	2021-05-26	train	4	4	1.985
7A9Q	2021-05-26	train	4	4	2.185
7A9R	2021-05-26	train	4	4	2.455
7A9S	2021-05-26	train	4	4	2.29
7A9T	2021-05-26	train	4	4	1.7
7D12	2021-05-12	train	1	1	
7D7W	2020-11-25	train	1	1	2.391
7D7X	2020-11-25	train	1	1	2.631
7D7Y	2020-11-25	train	1	1	2.4
7D7Z	2020-11-25	train	1	1	2.59
7D81	2020-11-25	train	1	1	2.1
7D82	2020-11-25	train	1	1	2.489
7DD4	2021-06-09	train	1	1	
7E9E	2021-11-17	train	1	1	1.57
7E9I	2021-11-17	train	1	1	2.8
7EAF	2021-06-02	train	1	1	2.8
7EAG	2021-06-02	train	1	6	2.4
7ECJ	2022-03-16	train	1	3	3.1
7ECK	2022-03-16	train	1	12	2.79
7ECL	2022-03-16	train	1	12	3.01
7ECM	2022-03-16	train	1	4	1.51
7ECN	2022-03-16	train	1	4	1.6
7ECO	2022-03-16	train	1	6	1.81
7ECP	2022-03-16	train	1	4	2.91
7EDL	2022-03-16	train	1	2	2.6
7EDM	2022-03-16	train	1	2	2.81
7EDN	2022-03-16	train	1	1	2.6
7EDT	2022-03-23	train	1	2	1.2
7EDU	2022-03-23	train	1	4	2.3
7EEM	2022-03-23	train	1	1	2.59
7EFG	2022-04-13	train	1	1	2.6
7EFH	2022-03-23	train	1	1	2.7
7EI7	2022-03-30	train	1	2	3.2
7EI8	2022-03-30	train	1	4	3.1
7EI9	2022-03-30	train	1	2	2.7
7EIA	2022-03-30	train	1	8	3.0
7ELP	2021-06-30	train	1	2	2.79
7ELQ	2021-06-30	train	1	2	2.6
7ELR	2021-06-30	train	1	2	2.66
7ELS	2021-06-30	train	1	2	2.81
7EOG	2021-11-24	train	1	1	1.5
7EOH	2021-11-24	train	1	1	1.637
7EOI	2021-11-24	train	1	1	1.9
7EOJ	2021-11-24	train	1	1	1.77
7EOK	2021-11-24	train	1	1	2.7
7EOL	2021-11-24	train	1	1	2.3
7EOM	2021-11-24	train	1	1	2.7
7EON	2021-11-24	train	1	1	2.3
7EOO	2021-11-24	train	1	1	2.23
7EOP	2021-11-24	train	1	1	1.8
7EQJ	2022-01-19	train	1	2	2.043
7EXY	2022-03-02	train	1	1	
7EZ0	2021-08-25	train	1	1	3.14
7EZ2	2021-08-25	train	3	3	3.05
7F8Z	2022-07-06	train	1	10	3.0
7FHI	2021-12-01	train	1	1	
7FJ0	2021-12-01	train	1	1	
7JJD	2020-12-23	train	1	1	1.21
7JJE	2020-12-23	train	1	1	1.25
7JJF	2020-12-23	train	1	1	1.2
7JJU	2020-09-09	train	1	2	2.604
7JNH	2021-01-20	train	2	2	2.89
7JRR	2021-09-08	train	1	1	2.0879
7JRS	2021-09-08	train	1	2	3.21
7JRT	2021-09-08	train	1	2	3.07
7JU1	2020-10-07	train	1	1	
7K16	2020-10-14	train	1	1	2.1
7K4L	2021-09-29	train	1	1	
7KD1	2021-03-03	train	1	1	1.9
7KGA	2021-06-23	train	1	2	2.1
7KJU	2020-12-02	train	1	1	3.1
7KUB	2022-06-01	train	1	1	
7KUC	2022-06-01	train	1	1	
7KUD	2022-06-01	train	1	1	
7KUK	2021-09-08	train	1	2	1.67
7KUM	2021-09-08	train	1	2	1.71
7KUN	2021-09-08	train	1	2	1.58
7KUO	2021-09-08	train	1	2	2.28
7KUP	2021-09-08	train	1	2	1.44
7KVT	2022-01-19	train	1	1	2.73
7KVU	2022-01-19	train	1	1	2.68
7KVV	2022-01-19	train	1	1	2.85
7L0Z	2021-05-26	train	1	1	2.01
7L3R	2021-05-05	train	1	1	1.01
7LJY	2021-04-14	train	2	2	5.6
7LNE	2021-09-08	train	1	2	1.53
7LNF	2021-09-08	train	1	2	1.65
7LNG	2021-09-08	train	1	2	2.2
7LO9	2021-12-22	train	1	4	1.78
7LVA	2021-03-17	train	1	1	
7LYF	2021-05-12	train	1	1	3.366
7LYG	2021-05-12	train	1	1	3.8
7LYJ	2021-05-26	train	1	1	1.95
7M3V	2022-03-23	train	1	1	2.19
7MKT	2022-11-02	train	1	1	1.97
7MKY	2021-05-26	train	1	1	1.2
7MLW	2022-01-12	train	1	1	2.7
7OA3	2021-06-16	train	1	2	2.8
7OAV	2021-06-16	train	1	4	2.85
7OAW	2021-06-16	train	1	4	2.89
7OAX	2021-06-16	train	1	4	2.24
7OUO	2022-03-30	train	1	2	2.21
7POF	2022-03-16	train	1	1	
7PS8	2023-04-05	train	1	1	
7PTK	2022-10-05	train	1	1	5.18
7PTL	2022-10-05	train	1	1	4.9
7PTQ	2022-10-05	train	1	1	4.08
7PTS	2022-10-05	train	1	1	5.71
7Q48	2022-11-16	train	1	1	
7Q6L	2022-11-16	train	1	1	
7Q7X	2022-03-23	train	3	3	2.8
7Q7Y	2022-03-23	train	3	3	2.9
7Q7Z	2022-03-23	train	3	6	3.26
7Q80	2022-03-23	train	3	6	3.14
7Q81	2022-03-23	train	3	3	2.85
7Q82	2022-03-23	train	3	3	2.95
7QA2	2022-11-23	train	1	1	
7QDU	2022-12-14	train	1	1	5.14
7QP2	2022-07-20	train	1	1	0.9
7QSH	2023-01-25	train	1	1	0.86
7QTN	2023-01-25	train	2	2	1.2
7QUA	2023-01-25	train	1	1	0.96
7R6N	2022-05-04	train	1	1	4.1
7REX	2021-12-29	train	1	3	2.6
7RWR	2022-07-20	train	1	1	
7SAM	2021-12-01	train	1	1	4.3
7SHX	2022-10-19	train	1	1	
7SXP	2023-05-31	train	1	1	2.3
7TD7	2022-02-16	train	1	1	2.95
7TDA	2022-02-16	train	1	1	2.25
7TDB	2022-02-16	train	1	1	2.56
7TDC	2022-02-16	train	1	1	2.46
7TZR	2022-05-25	train	1	2	2.7
7TZS	2022-05-25	train	1	2	2.21
7TZT	2022-05-25	train	1	1	2.93
7TZU	2022-05-25	train	1	1	2.87
7U4A	2023-09-06	train	1	1	3.15
7U87	2023-03-15	train	1	2	1.7
7U88	2023-03-15	train	1	2	2.14
7U89	2023-03-15	train	1	2	1.65
7U8A	2023-03-15	train	1	2	2.1
7U8B	2023-03-15	train	1	2	1.73
7UCR	2022-07-20	train	1	1	0.998
7UGA	2022-04-13	train	1	1	
7UMC	2022-07-06	train	1	1	
7UMD	2022-07-06	train	1	1	
7UME	2022-07-06	train	1	1	
7UQ6	2022-06-15	train	1	1	2.951
7UR5	2022-08-10	train	1	3	2.6
7URI	2022-08-10	train	1	1	2.6
7URM	2022-08-10	train	1	1	3.0
7UVT	2022-08-31	train	1	1	3.9
7UZ0	2022-06-08	train	1	1	3.03
7V06	2022-06-29	train	1	1	
7V9E	2022-03-23	train	1	1	2.3
7VFT	2022-06-15	train	1	1	1.448
7VNV	2022-05-04	train	1	2	1.9
7VNW	2022-05-04	train	1	2	2.61
7WI9	2023-01-18	train	1	1	2.98
7WIA	2023-01-18	train	1	1	3.05
7WIB	2023-01-18	train	1	1	2.83
7WIE	2023-01-18	train	1	1	2.9
7WIF	2023-01-18	train	1	1	2.85
7WII	2023-01-18	train	1	1	2.75
7XD3	2023-03-29	train	1	1	4.05
7XD4	2023-03-29	train	1	1	3.89
7XD5	2023-04-05	train	2	2	2.84
7XD6	2023-04-05	train	2	2	2.84
7XD7	2023-03-29	train	1	1	3.02
7XSK	2022-08-03	train	1	1	3.53
7XSL	2022-08-03	train	1	1	3.84
7XSM	2022-08-03	train	1	1	4.01
7XSN	2022-08-03	train	1	1	3.01
7Y2B	2023-05-31	train	1	1	1.87
7Y2P	2023-05-31	train	2	2	1.58
7Y8P	2023-05-03	train	1	2	1.5
7YC8	2023-07-05	train	1	1	4.14
7YCG	2023-07-05	train	2	2	3.18
7YCH	2023-07-05	train	2	2	3.09
7YCI	2023-07-05	train	2	2	2.98
7YG8	2023-03-29	train	3	3	2.97
7YG9	2023-03-29	train	3	3	2.68
7YGA	2023-03-29	train	3	3	2.35
7YGB	2023-03-29	train	3	3	2.62
7YGC	2023-03-29	train	3	3	2.65
7YGD	2023-03-29	train	3	3	3.41
7ZFW	2022-11-23	train	1	1	3.8
7ZJ4	2023-04-19	train	1	1	4.43
7ZJ5	2023-04-19	train	1	1	4.55
8AMG	2022-11-23	train	1	12	2.26
8AMI	2022-11-23	train	1	2	1.79
8AMJ	2022-11-23	train	1	2	2.02
8AMK	2022-11-23	train	1	28	2.85
8AML	2022-11-23	train	1	28	2.75
8AMM	2022-11-23	train	1	28	2.86
8AMN	2022-11-23	train	1	28	2.46
8BTZ	2022-12-28	train	1	1	5.39
8BU8	2024-01-24	val	1	1	6.56
8BWT	2023-08-30	train	1	1	
8CF2	2024-02-21	val	2	2	
8CLM	2023-03-01	train	2	6	1.8
8CLR	2023-07-19	train	1	1	
8CQ1	2023-09-20	train	1	1	
8D28	2022-11-30	train	1	2	1.42
8D2A	2022-11-30	train	1	2	2.17
8D2B	2022-11-30	train	1	2	1.44
8D5L	2022-11-30	train	1	4	1.64
8D5O	2022-11-30	train	1	2	2.7
8EYU	2023-05-31	train	1	2	1.95
8EYV	2023-05-31	train	1	2	2.55
8EYW	2023-05-31	train	1	2	2.1
8F0N	2023-05-31	train	1	2	2.85
8F24	2023-04-12	train	1	6	2.27
8F4O	2023-05-17	train	1	2	3.1
8FB3	2023-02-22	train	1	3	3.0
8FCS	2023-02-22	train	1	1	
8FEO	2024-01-24	val	1	1	1.52
8FEP	2024-01-24	val	1	1	1.55
8FEQ	2024-01-24	val	1	1	1.5
8FER	2024-01-24	val	1	2	1.54
8FW4	2023-07-26	train	1	1	4.3
8FZA	2023-08-30	train	1	2	2.3
8HB1	2023-03-22	train	2	2	2.23
8HB3	2023-03-22	train	2	2	2.87
8HB8	2023-03-22	train	1	1	2.3
8HBA	2023-03-22	train	1	2	2.64
8HD6	2023-03-29	train	1	1	3.73
8HD7	2023-03-29	train	1	1	3.52
8HZD	2024-06-19	val	2	2	1.87
8HZE	2024-06-19	val	1	2	1.59
8HZF	2024-06-19	val	1	2	2.7
8HZJ	2024-06-19	val	1	2	2.6
8HZK	2024-06-19	val	1	2	2.0
8HZL	2024-06-19	val	1	2	2.6
8HZM	2024-06-19	val	1	2	2.5
8I3Z	2023-03-22	train	2	2	1.67
8I43	2023-03-29	train	1	1	
8I44	2023-03-29	train	1	1	
8I45	2023-03-29	train	1	1	
8I46	2023-03-29	train	1	1	
8I7N	2023-03-29	train	1	1	2.98
8ITS	2024-03-27	val	1	1	1.94
8JHP	2024-05-29	val	1	1	
8K0P	2024-05-15	val	1	2	2.99
8K0S	2024-05-01	val	1	2	3.41
8K0Y	2025-01-15	test	1	2	2.28
8K15	2024-05-15	val	1	1	2.58
8K1E	2025-01-15	test	1	2	2.23
8K2Z	2025-01-15	test	1	2	2.4
8K30	2025-01-15	test	1	2	2.43
8K7W	2025-01-29	test	1	1	2.24
8K85	2025-02-12	test	1	2	2.95
8K8B	2024-06-05	val	1	1	
8KEB	2025-02-19	test	1	1	2.2
8KED	2025-02-19	test	1	1	2.1
8KHH	2025-02-26	test	1	2	2.3
8OLS	2024-06-19	val	1	1	3.0
8OLV	2024-06-19	val	1	1	2.8
8OLW	2024-06-19	val	1	1	4.0
8OLY	2024-06-19	val	2	2	3.1
8OLZ	2024-06-19	val	2	2	3.3
8OM0	2024-06-19	val	1	1	3.6
8PFK	2024-01-31	val	1	1	1.321
8PFQ	2024-01-31	val	1	2	1.01
8Q4O	2024-03-06	val	1	1	
8Q6N	2024-08-28	val	1	1	2.63
8QMH	2024-05-01	val	1	4	1.1
8QMI	2024-05-01	val	1	4	1.5
8QO2	2024-03-06	val	1	1	7.1
8QO3	2024-03-06	val	1	1	6.6
8QO4	2024-03-06	val	1	1	5.9
8QO5	2024-03-06	val	1	1	6.5
8R62	2024-03-06	val	2	2	
8R63	2024-03-06	val	2	2	
8R8P	2024-03-06	val	2	2	
8RUH	2024-06-19	val	2	2	4.55
8RUI	2024-06-19	val	1	1	3.31
8RUJ	2024-06-19	val	1	1	3.12
8RUK	2024-06-19	val	1	1	4.81
8RUL	2024-06-19	val	1	1	3.6
8RUM	2024-06-19	val	1	1	3.6
8RUN	2024-06-19	val	1	1	3.73
8S6W	2025-01-29	test	2	4	5.3
8S95	2023-08-09	train	1	1	2.99
8SA2	2023-07-26	train	1	2	3.1
8SA3	2023-07-26	train	1	2	3.0
8SA4	2023-07-26	train	1	2	3.1
8SA5	2023-07-26	train	1	2	3.5
8SA6	2023-07-26	train	1	2	5.3
8SCF	2023-07-12	train	1	1	
8SCH	2023-07-12	train	1	1	
8SKQ	2024-02-14	val	1	1	1.347
8SP9	2023-08-09	train	1	1	2.9
8SWG	2023-05-31	train	1	2	1.5
8SWO	2023-05-31	train	1	2	1.64
8SX5	2023-05-31	train	1	2	1.95
8SX6	2023-05-31	train	1	2	1.45
8SXL	2023-05-31	train	1	2	1.9
8SY1	2023-05-31	train	1	4	1.76
8SYK	2025-02-19	test	1	4	3.06
8T2P	2024-01-24	val	2	2	5.0
8T5O	2025-02-19	test	1	1	2.98
8TDY	2024-06-12	val	1	1	1.65
8TDZ	2024-06-12	val	1	1	1.64
8TE0	2024-06-12	val	1	1	1.42
8TE2	2024-06-12	val	1	1	1.63
8THV	2023-08-02	train	1	1	
8TJQ	2023-11-01	train	1	1	3.4
8TJV	2023-11-01	train	1	1	2.99
8TJX	2023-11-01	train	1	1	2.44
8TKJ	2025-02-19	test	1	1	3.2
8TKK	2025-02-19	test	1	1	3.37
8TNS	2023-11-15	train	1	1	
8TOZ	2024-08-07	val	1	1	3.0
8TQX	2024-03-06	val	1	2	2.05
8TSV	2024-03-06	val	1	4	1.51
8TVZ	2024-04-03	val	1	1	5.94
8U3M	2023-10-04	train	1	1	
8U5J	2024-03-27	val	1	1	1.7
8U5K	2024-03-27	val	1	3	2.8
8U5P	2024-03-27	val	1	3	2.9
8U5R	2024-03-27	val	1	3	2.6
8U5T	2024-03-27	val	1	3	2.2
8U5Z	2024-03-27	val	1	3	2.5
8U60	2024-03-27	val	1	3	3.3
8UO6	2024-06-05	val	1	2	2.85
8UPT	2024-01-10	val	1	1	2.8
8UPY	2024-09-04	val	1	1	2.8
8UTG	2024-06-19	val	1	2	1.97
8UYE	2023-12-06	train	1	1	5.9
8UYG	2023-12-06	train	1	1	6.4
8UYJ	2023-12-06	train	1	1	7.3
8UYK	2023-12-06	train	1	1	6.9
8UYL	2023-12-06	train	1	1	6.4
8UYM	2023-12-06	train	1	1	6.4
8UYP	2023-12-20	train	1	1	7.1
8UYS	2023-12-06	train	1	1	4.7
8V1H	2024-07-10	val	1	1	2.8
8V1I	2024-07-10	val	1	2	2.3
8VAW	2024-04-17	val	1	2	1.25
8VAX	2024-04-17	val	1	2	1.417
8VCI	2024-01-17	val	1	1	6.1
8VFS	2024-12-25	val	1	2	2.7
8VJT	2024-10-16	val	1	2	1.052
8VPV	2024-10-02	val	1	1	3.04
8VQV	2025-06-11	test	1	1	2.43
8VT5	2024-07-24	val	1	1	2.69
8VVJ	2025-06-11	test	1	1	2.15
8VXX	2025-02-19	test	1	3	3.1
8VXZ	2025-02-19	test	1	3	3.0
8VY0	2025-02-19	test	1	3	3.1
8VY1	2025-02-19	test	1	3	3.1
8X0S	2024-06-19	val	1	2	2.95
8X9K	2025-03-12	test	1	1	2.63
8X9L	2025-03-12	test	2	2	3.04
8X9M	2025-03-12	test	1	1	2.78
8X9N	2025-03-12	test	2	2	3.01
8X9O	2025-03-12	test	1	1	3.06
8X9Q	2025-03-12	test	1	1	3.04
8XTP	2025-02-12	test	2	2	2.9
8XTQ	2025-02-12	test	1	1	2.96
8XTR	2025-02-12	test	2	2	2.67
8XTS	2025-02-12	test	1	1	2.54
8XZE	2024-07-24	val	1	1	2.34
8XZK	2024-07-24	val	1	1	2.58
8XZL	2024-07-24	val	1	1	2.13
8XZM	2024-07-24	val	1	1	1.98
8XZN	2024-07-24	val	1	1	1.82
8XZO	2024-07-24	val	1	1	1.26
8XZP	2024-07-24	val	1	1	2.18
8XZQ	2024-07-24	val	1	1	1.83
8XZR	2024-07-24	val	1	1	1.26
8XZW	2024-07-24	val	1	1	1.91
8YAM	2024-09-11	val	1	1	2.15
8YAN	2024-09-11	val	1	1	2.25
8YNO	2024-11-20	val	1	2	1.3
8YNP	2025-01-22	test	1	2	1.4
8YZL	2025-03-12	test	1	2	
8Z8Q	2025-03-19	test	1	2	3.01
8Z8U	2025-03-19	test	1	2	2.71
8Z9K	2025-03-19	test	1	2	3.86
8ZA0	2025-03-19	test	2	6	1.96
8ZA4	2025-03-19	test	2	6	2.85
8ZAU	2025-03-19	test	1	1	2.43
8ZMH	2025-03-12	test	1	1	4.6
8ZNQ	2025-06-04	test	1	1	
9BCI	2024-11-27	val	1	1	
9BLM	2024-11-27	val	1	1	
9BUN	2024-06-05	val	1	4	1.95
9BXE	2025-04-02	test	1	2	
9BZ1	2024-11-27	val	1	2	2.8
9BZC	2024-11-27	val	1	1	2.52
9C6I	2024-12-04	val	1	1	2.56
9C6J	2024-12-04	val	1	1	2.41
9C6K	2024-12-04	val	1	1	2.94
9CBU	2024-11-20	val	1	1	2.2
9CBW	2024-11-20	val	1	1	2.3
9CBX	2024-11-20	val	1	1	2.2
9CBY	2024-11-20	val	1	1	2.3
9CFN	2025-07-16	test	1	2	2.9
9CPD	2024-08-07	val	1	2	
9CPG	2024-08-07	val	1	2	
9CPI	2024-08-07	val	1	2	
9CPJ	2024-08-07	val	1	2	
9CSO	2025-05-14	test	1	1	1.4
9CSP	2025-05-14	test	1	1	1.6
9CSQ	2025-05-14	test	1	1	1.54
9CSR	2025-05-14	test	1	1	1.33
9CXF	2025-01-29	test	1	1	3.02
9DE6	2025-03-12	test	1	2	2.35
9DE7	2025-03-12	test	1	1	2.25
9DE8	2025-03-12	test	1	1	2.76
9DIB	2025-04-09	test	1	2	2.68
9DID	2025-04-09	test	1	2	2.8
9DIG	2025-04-09	test	1	2	3.22
9DII	2025-04-09	test	1	2	4.0
9DKG	2026-04-08	test	1	2	
9DLL	2024-09-25	val	1	2	
9DLM	2026-04-08	test	1	2	
