PDB_ID	RELEASE_DATE	INITIAL_SPLIT	FINAL_SPLIT	FINAL_STATUS	EXCLUSION_REASON	EVALUATE_CHAIN_IDS	MASKED_CHAIN_IDS	TARGET_DIRECTORY
4U78	2015-08-26	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/4u78
4WFL	2014-10-15	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/4wfl
4WFM	2014-10-15	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/4wfm
4XK0	2015-02-11	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/4xk0
4XNR	2015-05-06	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/4xnr
4XW0	2016-01-13	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/4xw0
4XW1	2016-01-13	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/4xw1
4XW7	2015-09-09	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/4xw7
4XWF	2015-09-09	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/4xwf
4Y1I	2015-04-08	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/4y1i
4Y1J	2015-04-08	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/4y1j
4Y1M	2015-04-08	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/4y1m
4Y1N	2015-10-14	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/4y1n
4Y1O	2015-10-14	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/4y1o
4Y27	2015-11-18	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/4y27
4YAZ	2015-04-15	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/4yaz
4YB0	2015-04-15	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/4yb0
4YN6	2015-04-22	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/4yn6
4ZC7	2015-08-26	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/4zc7
4ZNP	2015-08-26	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/4znp
5A17	2015-05-06	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/5a17
5A18	2015-05-06	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/5a18
5AY2	2015-10-21	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/5ay2
5AY3	2015-10-21	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/5ay3
5AY4	2015-10-21	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/5ay4
5BJO	2017-09-27	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/5bjo
5BJP	2017-09-27	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/5bjp
5BTM	2015-07-15	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/5btm
5BTP	2015-08-12	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/5btp
5C45	2015-10-07	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/5c45
5C5W	2015-10-14	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/5c5w
5C7U	2015-08-12	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/5c7u
5C7W	2015-08-12	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/5c7w
5CNR	2016-03-09	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/5cnr
5D5L	2016-08-10	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/5d5l
5D8T	2016-06-29	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/5d8t
5D99	2016-04-13	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/5d99
5DA6	2016-04-13	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/5da6
5DER	2016-06-29	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/5der
5DH7	2015-10-07	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/5dh7
5DHB	2016-12-07	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/5dhb
5DHC	2016-12-07	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/5dhc
5DO5	2016-09-21	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/5do5
5DUN	2015-10-28	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/5dun
5E54	2016-11-23	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/5e54
5EAO	2016-02-24	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/5eao
5EAQ	2016-02-24	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/5eaq
5EW4	2016-02-24	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/5ew4
5EW7	2016-02-24	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/5ew7
5FJ0	2016-09-28	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/5fj0
5FJ1	2016-05-25	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/5fj1
5FJC	2016-05-25	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/5fjc
5FK1	2016-05-25	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/5fk1
5FK2	2016-05-25	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/5fk2
5FK3	2016-05-25	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/5fk3
5FK4	2016-05-25	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/5fk4
5FK5	2016-05-25	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/5fk5
5FK6	2016-05-25	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/5fk6
5FKD	2016-05-25	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/5fkd
5FKE	2016-05-25	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/5fke
5FKF	2016-05-25	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/5fkf
5FKG	2016-05-25	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/5fkg
5FKH	2016-05-25	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/5fkh
5G2Y	2016-05-04	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/5g2y
5G4T	2016-09-28	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/5g4t
5HBW	2016-12-07	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/5hbw
5HBX	2016-12-07	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/5hbx
5HBY	2016-12-07	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/5hby
5HN2	2016-04-27	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/5hn2
5HNJ	2016-04-27	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/5hnj
5HNQ	2016-04-27	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/5hnq
5IEM	2016-11-02	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/5iem
5J01	2016-12-14	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/5j01
5J02	2016-12-14	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/5j02
5K8H	2016-07-06	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/5k8h
5KH8	2017-07-19	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/5kh8
5KMZ	2016-10-12	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/5kmz
5KPY	2017-01-11	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/5kpy
5KQE	2016-08-24	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/5kqe
5KRG	2016-12-07	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/5krg
5KTJ	2016-10-05	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/5ktj
5KVJ	2016-08-03	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/5kvj
5KX9	2016-08-24	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/5kx9
5L00	2016-12-07	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/5l00
5L4O	2017-03-01	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/5l4o
5LQO	2017-06-21	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/5lqo
5LQT	2017-06-21	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/5lqt
5LR3	2017-06-21	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/5lr3
5LR4	2017-06-21	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/5lr4
5LR5	2017-06-21	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/5lr5
5LSN	2017-09-20	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/5lsn
5LWJ	2016-12-14	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/5lwj
5LYS	2017-01-25	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/5lys
5LYU	2017-01-25	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/5lyu
5LYV	2017-01-25	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/5lyv
5M0H	2017-01-18	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/5m0h
5ML7	2017-12-20	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/5ml7
5MRX	2018-01-17	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/5mrx
5MWI	2017-03-08	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/5mwi
5N5C	2018-03-14	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/5n5c
5NDH	2017-05-31	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/5ndh
5NDI	2017-05-31	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/5ndi
5NEF	2017-06-07	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/5nef
5NEO	2017-05-31	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/5neo
5NEP	2017-05-31	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/5nep
5NEQ	2017-05-31	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/5neq
5NEX	2017-05-31	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/5nex
5NOM	2017-05-31	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/5nom
5NQI	2017-07-26	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/5nqi
5NWQ	2017-10-18	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/5nwq
5NXT	2017-11-29	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/5nxt
5NY8	2017-10-18	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/5ny8
5NZ3	2017-10-18	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/5nz3
5NZ6	2017-10-18	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/5nz6
5NZD	2017-10-18	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/5nzd
5O62	2017-10-18	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/5o62
5O69	2017-10-18	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/5o69
5OB3	2017-10-04	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/5ob3
5OR0	2017-08-30	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/5or0
5SWD	2016-11-23	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/5swd
5SWE	2016-11-23	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/5swe
5T3K	2017-07-05	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/5t3k
5T83	2017-01-11	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/5t83
5TDJ	2017-01-11	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/5tdj
5TDK	2017-01-11	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/5tdk
5TGP	2017-10-18	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/5tgp
5TKO	2017-10-11	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/5tko
5TPY	2016-12-14	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/5tpy
5U3G	2017-02-01	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/5u3g
5UED	2017-07-05	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/5ued
5UEE	2017-07-05	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/5uee
5UEF	2017-07-05	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/5uef
5UEG	2017-07-05	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/5ueg
5UF3	2017-05-31	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/5uf3
5UNE	2017-03-29	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/5une
5UX3	2018-02-21	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/5ux3
5UZ6	2018-02-21	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/5uz6
5UZA	2018-02-28	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/5uza
5UZT	2017-05-10	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/5uzt
5V0H	2017-03-08	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/5v0h
5V0J	2017-03-08	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/5v0j
5V0K	2017-03-08	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/5v0k
5V0O	2018-02-21	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/5v0o
5V16	2017-07-12	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/5v16
5V17	2017-07-12	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/5v17
5V1K	2017-06-21	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/5v1k
5V1L	2017-06-14	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/5v1l
5V2H	2017-06-14	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/5v2h
5V2R	2017-07-26	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/5v2r
5V3F	2017-05-24	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/5v3f
5V3I	2017-07-05	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/5v3i
5V9Z	2018-02-21	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/5v9z
5VCF	2018-02-21	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/5vcf
5VCI	2018-02-21	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/5vci
5VGW	2018-02-21	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/5vgw
5VH7	2017-06-28	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/5vh7
5VH8	2017-06-28	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/5vh8
5VJ9	2017-06-28	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/5vj9
5VJB	2017-06-28	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/5vjb
5VR4	2017-10-04	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/5vr4
5WQ1	2017-07-05	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/5wq1
5XI1	2018-08-08	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/5xi1
5XWG	2017-10-11	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/5xwg
5XZ1	2018-07-18	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/5xz1
5Z1H	2018-05-30	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/5z1h
5Z1I	2018-05-30	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/5z1i
5Z71	2019-01-30	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/5z71
5ZEG	2018-03-21	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/5zeg
5ZEI	2018-03-21	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/5zei
5ZEJ	2018-03-21	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/5zej
5ZEM	2018-03-21	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/5zem
6AAS	2019-06-05	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/6aas
6AAU	2019-06-05	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/6aau
6AZ4	2018-02-21	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/6az4
6BFB	2018-02-21	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/6bfb
6BG9	2018-02-21	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/6bg9
6BGB	2017-12-06	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/6bgb
6BJX	2018-07-04	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/6bjx
6BMD	2018-02-21	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/6bmd
6BY4	2018-06-13	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/6by4
6BY5	2018-06-13	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/6by5
6C27	2019-01-09	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/6c27
6C63	2018-08-08	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/6c63
6C64	2018-08-08	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/6c64
6C65	2018-08-08	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/6c65
6C8D	2018-05-30	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/6c8d
6C8E	2018-05-30	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/6c8e
6C8I	2018-05-30	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/6c8i
6C8J	2018-05-30	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/6c8j
6C8K	2018-05-30	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/6c8k
6C8L	2018-05-30	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/6c8l
6C8M	2018-05-30	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/6c8m
6C8N	2018-05-30	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/6c8n
6C8O	2018-05-30	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/6c8o
6CAB	2018-05-30	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/6cab
6CB3	2018-06-13	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/6cb3
6CC1	2018-06-13	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/6cc1
6CC3	2018-06-13	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/6cc3
6CHR	2018-11-21	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/6chr
6CIH	2018-11-21	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/6cih
6CK4	2018-06-20	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/6ck4
6CK5	2018-06-20	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/6ck5
6CU1	2018-10-31	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/6cu1
6CXZ	2018-08-29	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/6cxz
6CY0	2018-08-29	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/6cy0
6CY2	2018-08-29	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/6cy2
6CY4	2018-08-29	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/6cy4
6D3P	2018-06-20	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/6d3p
6D8L	2018-07-18	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/6d8l
6D8M	2018-07-04	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/6d8m
6D8N	2018-07-18	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/6d8n
6D8O	2018-07-04	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/6d8o
6DLQ	2018-11-14	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/6dlq
6DLR	2018-11-14	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/6dlr
6DLS	2018-11-14	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/6dls
6DLT	2018-11-14	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/6dlt
6DMC	2018-11-14	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/6dmc
6DMD	2018-11-14	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/6dmd
6DME	2018-11-14	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/6dme
6DN1	2018-09-05	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/6dn1
6DN2	2018-09-05	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/6dn2
6DN3	2018-09-05	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/6dn3
6DNR	2018-11-14	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/6dnr
6DVK	2019-06-26	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/6dvk
6E1S	2019-04-10	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/6e1s
6E1T	2019-04-10	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/6e1t
6E1U	2019-04-10	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/6e1u
6E1V	2019-04-10	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/6e1v
6E1W	2019-04-10	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/6e1w
6E7L	2019-07-31	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/6e7l
6E80	2019-07-31	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/6e80
6E81	2019-07-31	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/6e81
6E82	2019-07-31	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/6e82
6E84	2019-07-31	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/6e84
6E8S	2019-04-17	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/6e8s
6E8T	2019-04-17	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/6e8t
6E8U	2019-04-17	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/6e8u
6EZ0	2018-01-03	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/6ez0
6FZ0	2018-07-04	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/6fz0
6G7Z	2018-12-05	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/6g7z
6GE1	2018-10-31	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/6ge1
6GYV	2018-08-22	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/6gyv
6GZK	2019-07-17	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/6gzk
6GZR	2019-07-17	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/6gzr
6H0R	2019-04-17	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/6h0r
6HAG	2019-01-09	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/6hag
6HBT	2019-02-20	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/6hbt
6HBX	2019-02-20	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/6hbx
6HC5	2019-02-20	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/6hc5
6HMI	2019-08-14	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/6hmi
6HMO	2019-08-14	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/6hmo
6HU6	2018-11-21	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/6hu6
6HYK	2019-04-24	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/6hyk
6I1V	2019-11-20	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/6i1v
6I1W	2019-11-20	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/6i1w
6IA2	2019-03-27	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/6ia2
6IZP	2019-12-25	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/6izp
6JBF	2020-01-29	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/6jbf
6JBG	2020-01-29	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/6jbg
6JJH	2020-02-26	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/6jjh
6JJI	2020-02-26	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/6jji
6JQ5	2019-06-12	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/6jq5
6JQ6	2019-06-12	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/6jq6
6JXM	2019-08-21	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/6jxm
6K84	2020-04-01	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/6k84
6L0Y	2020-09-30	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/6l0y
6MCI	2018-10-31	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/6mci
6MJ0	2019-01-09	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/6mj0
6MXQ	2020-05-06	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/6mxq
6N2V	2019-10-02	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/6n2v
6N5K	2019-11-27	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/6n5k
6N5N	2019-11-27	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/6n5n
6N5O	2019-11-27	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/6n5o
6N5P	2019-11-27	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/6n5p
6N5Q	2019-11-27	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/6n5q
6N5S	2019-11-27	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/6n5s
6N5T	2019-11-27	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/6n5t
6N8F	2019-02-13	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/6n8f
6N8H	2019-02-13	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/6n8h
6N8I	2019-02-13	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/6n8i
6NOA	2020-07-22	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/6noa
6OD9	2019-07-17	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/6od9
6OL3	2019-07-03	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/6ol3
6OWL	2020-02-26	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/6owl
6P2H	2019-10-23	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/6p2h
6PK9	2020-07-01	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/6pk9
6PMO	2019-11-20	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/6pmo
6POM	2019-11-20	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/6pom
6PQ7	2019-07-31	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/6pq7
6PRV	2020-01-08	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/6prv
6Q57	2019-12-18	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/6q57
6Q8V	2019-07-03	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/6q8v
6QIQ	2019-09-25	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/6qiq
6QIR	2019-09-25	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/6qir
6QIS	2019-09-25	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/6qis
6QIT	2019-09-25	train	train	KEPT				/storage9920/home/tinghao.xia/Data/train/6qit
