PDB_ID	RELEASE_DATE	INITIAL_SPLIT	STRICT_RANK1_RMSD_ANGSTROM	SELECTION_STATUS	FINAL_SPLIT	FINAL_STATUS	EXCLUSION_REASON	RNA_CHAIN_ID	TARGET_DIRECTORY
4P3T	2016-05-04	train	1.413	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=2; required exactly 1		
4P3U	2016-05-04	train	10.789	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=4; required exactly 1		
4P43	2016-05-04	train	1.38	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=2; required exactly 1		
4P5J	2014-06-04	train	0.651	SELECTED	train	KEPT		A	/storage9920/home/tinghao.xia/Data_V1/train/4p5j
4P8Z	2014-05-28	train	2.406	SELECTED	train	KEPT		A	/storage9920/home/tinghao.xia/Data_V1/train/4p8z
4P97	2015-03-04	train	24.704	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=4; required exactly 1		
4P9R	2014-05-28	train	1.284	SELECTED	train	KEPT		A	/storage9920/home/tinghao.xia/Data_V1/train/4p9r
4PCJ	2014-10-29	train	0.448	SELECTED	train	KEPT		A	/storage9920/home/tinghao.xia/Data_V1/train/4pcj
4PCO	2015-10-14	train	8.816	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=5; required exactly 1		
4PDQ	2015-01-07	train	1.3	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=2; required exactly 1		
4PHY	2015-02-18	train	0.229	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=2; required exactly 1		
4PLX	2014-06-25	train	35.098	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=3; required exactly 1		
4PQV	2014-04-30	train	12.744	SELECTED	train	KEPT		A	/storage9920/home/tinghao.xia/Data_V1/train/4pqv
4QJD	2014-09-03	train	43.321	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=8; required exactly 1		
4QJH	2014-09-03	train	31.833	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=6; required exactly 1		
4QK8	2014-08-06	train	0.389	SELECTED	train	KEPT		A	/storage9920/home/tinghao.xia/Data_V1/train/4qk8
4QK9	2014-08-06	train	1.412	SELECTED	train	KEPT		A	/storage9920/home/tinghao.xia/Data_V1/train/4qk9
4QKA	2014-08-06	train	0.38	SELECTED	train	KEPT		A	/storage9920/home/tinghao.xia/Data_V1/train/4qka
4QLM	2014-08-13	train	2.064	SELECTED	train	KEPT		A	/storage9920/home/tinghao.xia/Data_V1/train/4qlm
4QLN	2014-08-13	train	3.091	SELECTED	train	KEPT		A	/storage9920/home/tinghao.xia/Data_V1/train/4qln
4R0D	2014-10-01	train	5.706	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=2; required exactly 1		
4R4P	2015-09-30	train	5.305	SELECTED	train	KEPT		A	/storage9920/home/tinghao.xia/Data_V1/train/4r4p
4R4V	2015-09-30	train	5.497	SELECTED	train	KEPT		A	/storage9920/home/tinghao.xia/Data_V1/train/4r4v
4RBQ	2015-11-11	train	27.389	EXCLUDE_TRAIN_RMSD_CUTOFF		EXCLUDE_TRAIN_RMSD_CUTOFF	strict rank-1 RMSD 27.389 A > 15 A	A	
4RBY	2015-09-16	train	9.478	SELECTED	train	KEPT		A	/storage9920/home/tinghao.xia/Data_V1/train/4rby
4RBZ	2015-09-16	train	9.701	SELECTED	train	KEPT		A	/storage9920/home/tinghao.xia/Data_V1/train/4rbz
4RC0	2015-09-16	train	9.344	SELECTED	train	KEPT		A	/storage9920/home/tinghao.xia/Data_V1/train/4rc0
4RGE	2014-12-03	train	20.619	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=3; required exactly 1		
4RGF	2014-12-03	train	20.496	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=3; required exactly 1		
4RJ1	2014-11-12	train	8.744	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=2; required exactly 1		
4RKV	2014-11-19	train	8.975	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=2; required exactly 1		
4RNE	2014-11-19	train	15.019	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=8; required exactly 1		
4RUM	2015-04-08	train	11.276	SELECTED	train	KEPT		A	/storage9920/home/tinghao.xia/Data_V1/train/4rum
4RZD	2015-07-01	train	9.943	SELECTED	train	KEPT		A	/storage9920/home/tinghao.xia/Data_V1/train/4rzd
4TNA	1978-04-12	train	1.755	SELECTED	train	KEPT		A	/storage9920/home/tinghao.xia/Data_V1/train/4tna
4TRA	1987-11-06	train	1.761	SELECTED	train	KEPT		A	/storage9920/home/tinghao.xia/Data_V1/train/4tra
4TS0	2014-07-23	train	0.594	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=2; required exactly 1		
4TS2	2014-07-23	train	0.804	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=2; required exactly 1		
4TZX	2014-09-10	train	0.467	SELECTED	train	KEPT		X	/storage9920/home/tinghao.xia/Data_V1/train/4tzx
4TZY	2014-09-10	train	0.36	SELECTED	train	KEPT		X	/storage9920/home/tinghao.xia/Data_V1/train/4tzy
4U34	2014-08-13	train	0.141	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=2; required exactly 1		
4U35	2014-08-13	train	0.296	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=2; required exactly 1		
4U37	2014-08-13	train	0.555	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=2; required exactly 1		
4U38	2014-08-13	train	20.509	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=8; required exactly 1		
4U3L	2015-07-29	train	0.53	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=2; required exactly 1		
4U3O	2015-07-29	train	0.32	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=2; required exactly 1		
4U3P	2015-07-29	train	0.432	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=2; required exactly 1		
4U3R	2015-07-29	train	0.333	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=2; required exactly 1		
4U47	2015-08-05	train	0.306	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=2; required exactly 1		
4U78	2015-08-26	train	0.202	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=2; required exactly 1		
4WFL	2014-10-15	train	2.086	SELECTED	train	KEPT		A	/storage9920/home/tinghao.xia/Data_V1/train/4wfl
4WFM	2014-10-15	train	21.729	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=2; required exactly 1		
4XK0	2015-02-11	train	8.886	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=2; required exactly 1		
4XNR	2015-05-06	train	0.431	SELECTED	train	KEPT		X	/storage9920/home/tinghao.xia/Data_V1/train/4xnr
4XW0	2016-01-13	train	0.292	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=2; required exactly 1		
4XW1	2016-01-13	train	3.108	SELECTED	train	KEPT		C	/storage9920/home/tinghao.xia/Data_V1/train/4xw1
4XW7	2015-09-09	train	0.51	SELECTED	train	KEPT		A	/storage9920/home/tinghao.xia/Data_V1/train/4xw7
4XWF	2015-09-09	train	0.452	SELECTED	train	KEPT		A	/storage9920/home/tinghao.xia/Data_V1/train/4xwf
4Y1I	2015-04-08	train	26.63	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=2; required exactly 1		
4Y1J	2015-04-08	train	26.415	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=2; required exactly 1		
4Y1M	2015-04-08	train	19.065	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=2; required exactly 1		
4Y1N	2015-10-14	train	32.61	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=2; required exactly 1		
4Y1O	2015-10-14	train	36.11	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=2; required exactly 1		
4Y27	2015-11-18	train	0.489	SELECTED	train	KEPT		A	/storage9920/home/tinghao.xia/Data_V1/train/4y27
4YAZ	2015-04-15	train	26.665	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=2; required exactly 1		
4YB0	2015-04-15	train	28.956	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=2; required exactly 1		
4YN6	2015-04-22	train	0.376	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=2; required exactly 1		
4ZC7	2015-08-26	train	21.528	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=4; required exactly 1		
4ZNP	2015-08-26	train	18.786	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=2; required exactly 1		
5A17	2015-05-06	train	8.519	SELECTED	train	KEPT		A	/storage9920/home/tinghao.xia/Data_V1/train/5a17
5A18	2015-05-06	train	8.4	SELECTED	train	KEPT		A	/storage9920/home/tinghao.xia/Data_V1/train/5a18
5AY2	2015-10-21	train	9.674	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=4; required exactly 1		
5AY3	2015-10-21	train	0.582	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=2; required exactly 1		
5AY4	2015-10-21	train	0.393	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=2; required exactly 1		
5BJO	2017-09-27	train	15.232	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=2; required exactly 1		
5BJP	2017-09-27	train	4.514	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=2; required exactly 1		
5BTM	2015-07-15	train	11.362	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=2; required exactly 1		
5BTP	2015-08-12	train	22.359	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=2; required exactly 1		
5C45	2015-10-07	train	0.564	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=2; required exactly 1		
5C5W	2015-10-14	train	16.033	EXCLUDE_TRAIN_RMSD_CUTOFF		EXCLUDE_TRAIN_RMSD_CUTOFF	strict rank-1 RMSD 16.033 A > 15 A	A	
5C7U	2015-08-12	train	1.165	SELECTED	train	KEPT		B	/storage9920/home/tinghao.xia/Data_V1/train/5c7u
5C7W	2015-08-12	train	0.344	SELECTED	train	KEPT		C	/storage9920/home/tinghao.xia/Data_V1/train/5c7w
5CNR	2016-03-09	train	13.253	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=4; required exactly 1		
5D5L	2016-08-10	train	20.134	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=4; required exactly 1		
5D8T	2016-06-29	train	0.534	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=2; required exactly 1		
5D99	2016-04-13	train	0.262	SELECTED	train	KEPT		A	/storage9920/home/tinghao.xia/Data_V1/train/5d99
5DA6	2016-04-13	train	27.592	EXCLUDE_TRAIN_RMSD_CUTOFF		EXCLUDE_TRAIN_RMSD_CUTOFF	strict rank-1 RMSD 27.592 A > 15 A	A	
5DER	2016-06-29	train	9.147	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=4; required exactly 1		
5DH7	2015-10-07	train	0.857	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=2; required exactly 1		
5DHB	2016-12-07	train	0.939	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=4; required exactly 1		
5DHC	2016-12-07	train	20.261	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=4; required exactly 1		
5DO5	2016-09-21	train	9.333	SELECTED	train	KEPT		A	/storage9920/home/tinghao.xia/Data_V1/train/5do5
5DUN	2015-10-28	train	1.274	SELECTED	train	KEPT		A	/storage9920/home/tinghao.xia/Data_V1/train/5dun
5E54	2016-11-23	train	19.686	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=2; required exactly 1		
5EAO	2016-02-24	train	1.367	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=2; required exactly 1		
5EAQ	2016-02-24	train	0.693	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=2; required exactly 1		
5EW4	2016-02-24	train	0.571	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=2; required exactly 1		
5EW7	2016-02-24	train	0.587	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=2; required exactly 1		
5FJ0	2016-09-28	train	19.647	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=3; required exactly 1		
5FJ1	2016-05-25	train	22.481	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=8; required exactly 1		
5FJC	2016-05-25	train	0.979	SELECTED	train	KEPT		A	/storage9920/home/tinghao.xia/Data_V1/train/5fjc
5FK1	2016-05-25	train	0.364	SELECTED	train	KEPT		A	/storage9920/home/tinghao.xia/Data_V1/train/5fk1
5FK2	2016-05-25	train	0.373	SELECTED	train	KEPT		A	/storage9920/home/tinghao.xia/Data_V1/train/5fk2
5FK3	2016-05-25	train	0.448	SELECTED	train	KEPT		A	/storage9920/home/tinghao.xia/Data_V1/train/5fk3
5FK4	2016-05-25	train	1.215	SELECTED	train	KEPT		A	/storage9920/home/tinghao.xia/Data_V1/train/5fk4
5FK5	2016-05-25	train	0.589	SELECTED	train	KEPT		A	/storage9920/home/tinghao.xia/Data_V1/train/5fk5
5FK6	2016-05-25	train	0.534	SELECTED	train	KEPT		A	/storage9920/home/tinghao.xia/Data_V1/train/5fk6
5FKD	2016-05-25	train	0.527	SELECTED	train	KEPT		A	/storage9920/home/tinghao.xia/Data_V1/train/5fkd
5FKE	2016-05-25	train	0.528	SELECTED	train	KEPT		A	/storage9920/home/tinghao.xia/Data_V1/train/5fke
5FKF	2016-05-25	train	0.488	SELECTED	train	KEPT		A	/storage9920/home/tinghao.xia/Data_V1/train/5fkf
5FKG	2016-05-25	train	0.498	SELECTED	train	KEPT		A	/storage9920/home/tinghao.xia/Data_V1/train/5fkg
5FKH	2016-05-25	train	0.414	SELECTED	train	KEPT		A	/storage9920/home/tinghao.xia/Data_V1/train/5fkh
5G2Y	2016-05-04	train	35.854	EXCLUDE_TRAIN_RMSD_CUTOFF		EXCLUDE_TRAIN_RMSD_CUTOFF	strict rank-1 RMSD 35.854 A > 15 A	A	
5G4T	2016-09-28	train	0.139	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=2; required exactly 1		
5HBW	2016-12-07	train	0.442	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=2; required exactly 1		
5HBX	2016-12-07	train	19.388	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=4; required exactly 1		
5HBY	2016-12-07	train	10.486	SELECTED	train	KEPT		A	/storage9920/home/tinghao.xia/Data_V1/train/5hby
5HN2	2016-04-27	train	17.352	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=6; required exactly 1		
5HNJ	2016-04-27	train	13.969	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=6; required exactly 1		
5HNQ	2016-04-27	train	22.428	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=13; required exactly 1		
5IEM	2016-11-02	train	7.805	SELECTED	train	KEPT		A	/storage9920/home/tinghao.xia/Data_V1/train/5iem
5J01	2016-12-14	train	7.34	SELECTED	train	KEPT		A	/storage9920/home/tinghao.xia/Data_V1/train/5j01
5J02	2016-12-14	train	7.277	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=2; required exactly 1		
5K8H	2016-07-06	train		EXCLUDE_FROZEN_RMSD		EXCLUDE_FROZEN_RMSD	PDB is listed in exclude_strict_rank1_rmsd_pdb.txt	A	
5KH8	2017-07-19	train	10.999	SELECTED	train	KEPT		A	/storage9920/home/tinghao.xia/Data_V1/train/5kh8
5KMZ	2016-10-12	train	2.56	SELECTED	train	KEPT		A	/storage9920/home/tinghao.xia/Data_V1/train/5kmz
5KPY	2017-01-11	train	5.951	SELECTED	train	KEPT		A	/storage9920/home/tinghao.xia/Data_V1/train/5kpy
5KQE	2016-08-24	train	9.882	SELECTED	train	KEPT		A	/storage9920/home/tinghao.xia/Data_V1/train/5kqe
5KRG	2016-12-07	train	1.381	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=4; required exactly 1		
5KTJ	2016-10-05	train	22.461	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=4; required exactly 1		
5KVJ	2016-08-03	train	0.247	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=2; required exactly 1		
5KX9	2016-08-24	train	0.506	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=2; required exactly 1		
5L00	2016-12-07	train	2.891	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=4; required exactly 1		
5L4O	2017-03-01	train	1.04	SELECTED	train	KEPT		A	/storage9920/home/tinghao.xia/Data_V1/train/5l4o
5LQO	2017-06-21	train	0.213	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=2; required exactly 1		
5LQT	2017-06-21	train	0.22	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=2; required exactly 1		
5LR3	2017-06-21	train	0.342	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=2; required exactly 1		
5LR4	2017-06-21	train	9.052	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=4; required exactly 1		
5LR5	2017-06-21	train	9.963	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=4; required exactly 1		
5LSN	2017-09-20	train	4.003	SELECTED	train	KEPT		A	/storage9920/home/tinghao.xia/Data_V1/train/5lsn
5LWJ	2016-12-14	train	3.439	SELECTED	train	KEPT		A	/storage9920/home/tinghao.xia/Data_V1/train/5lwj
5LYS	2017-01-25	train	21.415	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=2; required exactly 1		
5LYU	2017-01-25	train	27.175	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=2; required exactly 1		
5LYV	2017-01-25	train	28.217	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=2; required exactly 1		
5M0H	2017-01-18	train	0.85	SELECTED	train	KEPT		A	/storage9920/home/tinghao.xia/Data_V1/train/5m0h
5ML7	2017-12-20	train	24.689	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=2; required exactly 1		
5MRX	2018-01-17	train	0.367	SELECTED	train	KEPT		A	/storage9920/home/tinghao.xia/Data_V1/train/5mrx
5MWI	2017-03-08	train	21.422	EXCLUDE_TRAIN_RMSD_CUTOFF		EXCLUDE_TRAIN_RMSD_CUTOFF	strict rank-1 RMSD 21.422 A > 15 A	A	
5N5C	2018-03-14	train	1.85	SELECTED	train	KEPT		A	/storage9920/home/tinghao.xia/Data_V1/train/5n5c
5NDH	2017-05-31	train	4.384	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=4; required exactly 1		
5NDI	2017-05-31	train	14.568	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=4; required exactly 1		
5NEF	2017-06-07	train	0.132	SELECTED	train	KEPT		A	/storage9920/home/tinghao.xia/Data_V1/train/5nef
5NEO	2017-05-31	train	0.388	SELECTED	train	KEPT		A	/storage9920/home/tinghao.xia/Data_V1/train/5neo
5NEP	2017-05-31	train	0.107	SELECTED	train	KEPT		A	/storage9920/home/tinghao.xia/Data_V1/train/5nep
5NEQ	2017-05-31	train	0.291	SELECTED	train	KEPT		A	/storage9920/home/tinghao.xia/Data_V1/train/5neq
5NEX	2017-05-31	train	0.197	SELECTED	train	KEPT		A	/storage9920/home/tinghao.xia/Data_V1/train/5nex
5NOM	2017-05-31	train	0.176	SELECTED	train	KEPT		A	/storage9920/home/tinghao.xia/Data_V1/train/5nom
5NQI	2017-07-26	train	0.322	SELECTED	train	KEPT		A	/storage9920/home/tinghao.xia/Data_V1/train/5nqi
5NWQ	2017-10-18	train	12.029	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=2; required exactly 1		
5NXT	2017-11-29	train	16.369	EXCLUDE_TRAIN_RMSD_CUTOFF		EXCLUDE_TRAIN_RMSD_CUTOFF	strict rank-1 RMSD 16.369 A > 15 A	U	
5NY8	2017-10-18	train	17.743	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=2; required exactly 1		
5NZ3	2017-10-18	train	11.449	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=2; required exactly 1		
5NZ6	2017-10-18	train	0.451	SELECTED	train	KEPT		A	/storage9920/home/tinghao.xia/Data_V1/train/5nz6
5NZD	2017-10-18	train	22.915	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=2; required exactly 1		
5O62	2017-10-18	train	10.902	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=2; required exactly 1		
5O69	2017-10-18	train	13.648	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=2; required exactly 1		
5OB3	2017-10-04	train	0.329	SELECTED	train	KEPT		A	/storage9920/home/tinghao.xia/Data_V1/train/5ob3
5OR0	2017-08-30	train	4.433	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=2; required exactly 1		
5SWD	2016-11-23	train	21.175	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=2; required exactly 1		
5SWE	2016-11-23	train	0.552	SELECTED	train	KEPT		X	/storage9920/home/tinghao.xia/Data_V1/train/5swe
5T3K	2017-07-05	train	19.933	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=4; required exactly 1		
5T83	2017-01-11	train	0.658	SELECTED	train	KEPT		A	/storage9920/home/tinghao.xia/Data_V1/train/5t83
5TDJ	2017-01-11	train	15.658	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=2; required exactly 1		
5TDK	2017-01-11	train	1.642	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=2; required exactly 1		
5TGP	2017-10-18	train		EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=2; required exactly 1		
5TKO	2017-10-11	train	14.793	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=4; required exactly 1		
5TPY	2016-12-14	train	2.294	SELECTED	train	KEPT		A	/storage9920/home/tinghao.xia/Data_V1/train/5tpy
